y,m,d,Rainfall,Snowfall,SNO,SNOmlt,Tsnow,EXC,ET_soil,INF,REC,SMF,SMS,GW,SRUN,INT,BAS,RUNOFF,Qobs
1981,3,29,0.090,0.000,0.000,0.000,8.400,-4.034,0.560,0.000,0.000,0.000,239.143,4.999,0.000,0.000,1.101,1.101,2.67
1981,3,30,1.710,0.000,0.000,0.000,7.400,-2.414,0.180,0.000,0.000,0.000,238.963,4.097,0.000,0.000,0.903,0.903,2.46
1981,3,31,2.050,0.000,0.000,0.000,7.600,-2.074,0.070,0.000,0.000,0.000,238.893,3.357,0.000,0.000,0.740,0.740,2.32
1981,4,1,0.010,0.000,0.000,0.000,9.500,-4.114,0.130,0.000,0.000,0.000,238.763,2.751,0.000,0.000,0.606,0.606,2.37
1981,4,2,0.000,0.000,0.000,0.000,8.400,-4.124,0.360,0.000,0.000,0.000,238.403,2.254,0.000,0.000,0.497,0.497,2.15
1981,4,3,0.010,0.000,0.000,0.000,8.900,-4.114,0.110,0.000,0.000,0.000,238.293,1.847,0.000,0.000,0.407,0.407,2.09
1981,4,4,0.910,0.000,0.000,0.000,8.200,-3.214,0.400,0.000,0.000,0.000,237.893,1.514,0.000,0.000,0.334,0.334,1.90
1981,4,5,9.090,0.000,0.000,0.000,5.600,4.966,0.000,4.966,1.176,3.570,241.464,4.166,0.000,0.219,0.918,1.137,2.21
1981,4,6,4.650,0.000,0.000,0.000,7.500,0.526,0.400,0.526,0.126,0.376,241.440,3.722,0.000,0.024,0.820,0.844,2.01
1981,4,7,0.000,0.000,0.000,0.000,8.600,-4.124,0.990,0.000,0.000,0.000,240.450,3.050,0.000,0.000,0.672,0.672,1.80
1981,4,8,0.610,0.000,0.000,0.000,8.700,-3.514,0.710,0.000,0.000,0.000,239.740,2.500,0.000,0.000,0.551,0.551,1.64
1981,4,9,0.910,0.000,0.000,0.000,8.000,-3.214,0.730,0.000,0.000,0.000,239.010,2.048,0.000,0.000,0.451,0.451,1.45
1981,4,10,0.000,0.000,0.000,0.000,8.900,-4.124,1.160,0.000,0.000,0.000,237.850,1.678,0.000,0.000,0.370,0.370,1.35
1981,4,11,0.000,0.000,0.000,0.000,9.700,-4.124,1.350,0.000,0.000,0.000,236.500,1.375,0.000,0.000,0.303,0.303,1.26
1981,4,12,0.000,0.000,0.000,0.000,11.100,-4.124,1.630,0.000,0.000,0.000,234.870,1.127,0.000,0.000,0.248,0.248,1.24
1981,4,13,0.100,0.000,0.000,0.000,11.600,-4.024,1.980,0.000,0.000,0.000,232.890,0.924,0.000,0.000,0.203,0.203,1.32
1981,4,14,0.500,0.000,0.000,0.000,11.200,-3.624,2.020,0.000,0.000,0.000,230.870,0.757,0.000,0.000,0.167,0.167,1.30
1981,4,15,3.670,0.000,0.000,0.000,10.300,-0.454,1.750,0.000,0.000,0.000,229.120,0.620,0.000,0.000,0.137,0.137,1.28
1981,4,16,2.100,0.000,0.000,0.000,9.300,-2.024,2.440,0.000,0.000,0.000,226.680,0.508,0.000,0.000,0.112,0.112,1.23
1981,4,17,0.000,0.000,0.000,0.000,4.500,-4.124,2.370,0.000,0.000,0.000,224.310,0.416,0.000,0.000,0.092,0.092,1.17
1981,4,18,0.380,0.000,0.000,0.000,1.200,-3.744,1.750,0.000,0.000,0.000,222.560,0.341,0.000,0.000,0.075,0.075,1.08
1981,4,19,0.930,0.000,0.000,0.000,2.100,-3.194,1.170,0.000,0.000,0.000,221.390,0.280,0.000,0.000,0.062,0.062,1.03
1981,4,20,3.830,0.000,0.000,0.000,3.900,-0.294,1.220,0.000,0.000,0.000,220.170,0.229,0.000,0.000,0.050,0.050,0.96
1981,4,21,0.350,0.000,0.000,0.000,5.100,-3.774,1.740,0.000,0.000,0.000,218.430,0.188,0.000,0.000,0.041,0.041,0.93
1981,4,22,0.000,0.000,0.000,0.000,5.700,-4.124,2.140,0.000,0.000,0.000,216.290,0.154,0.000,0.000,0.034,0.034,0.89
1981,4,23,0.070,0.000,0.000,0.000,4.900,-4.054,1.180,0.000,0.000,0.000,215.110,0.126,0.000,0.000,0.028,0.028,0.84
1981,4,24,0.000,0.000,0.000,0.000,6.200,-4.124,2.080,0.000,0.000,0.000,213.030,0.103,0.000,0.000,0.023,0.023,0.77
1981,4,25,0.780,0.000,0.000,0.000,7.900,-3.344,1.920,0.000,0.000,0.000,211.110,0.085,0.000,0.000,0.019,0.019,0.67
1981,4,26,5.400,0.000,0.000,0.000,7.200,1.276,3.140,1.276,0.270,0.956,208.926,0.853,0.000,0.050,0.188,0.238,0.61
1981,4,27,9.130,0.000,0.000,0.000,2.000,5.006,1.550,5.006,1.047,3.765,211.141,3.784,0.000,0.194,0.834,1.028,0.87
1981,4,28,9.570,0.000,0.000,0.000,2.300,5.446,1.120,5.446,1.151,4.082,214.102,6.446,0.000,0.213,1.420,1.633,1.08
1981,4,29,4.780,0.000,0.000,0.000,2.800,0.656,0.980,0.656,0.140,0.489,213.612,5.683,0.000,0.026,1.252,1.278,0.81
1981,4,30,1.060,0.000,0.000,0.000,6.200,-3.064,1.290,0.000,0.000,0.000,212.322,4.657,0.000,0.000,1.026,1.026,0.78
1981,5,1,16.810,0.000,0.000,0.000,7.000,12.686,1.100,12.686,2.695,9.491,220.713,11.594,0.000,0.500,2.554,3.054,1.73
1981,5,2,12.520,0.000,0.000,0.000,4.700,8.396,1.200,8.396,1.851,6.201,225.713,14.582,0.000,0.344,3.213,3.556,2.60
1981,5,3,3.440,0.000,0.000,0.000,3.600,-0.684,1.210,0.000,0.000,0.000,224.503,11.949,0.000,0.000,2.633,2.633,1.47
1981,5,4,10.360,0.000,0.000,0.000,3.600,6.236,1.720,6.236,1.398,4.579,227.362,13.544,0.000,0.260,2.984,3.244,1.20
1981,5,5,10.820,0.000,0.000,0.000,2.600,6.696,1.460,6.696,1.519,4.894,230.796,15.109,0.000,0.282,3.329,3.611,1.40
1981,5,6,1.800,0.000,0.000,0.000,4.100,-2.324,1.030,0.000,0.000,0.000,229.766,12.381,0.000,0.000,2.728,2.728,1.58
1981,5,7,0.000,0.000,0.000,0.000,9.800,-4.124,3.220,0.000,0.000,0.000,226.546,10.146,0.000,0.000,2.235,2.235,1.34
1981,5,8,0.250,0.000,0.000,0.000,10.600,-3.874,2.090,0.000,0.000,0.000,224.456,8.314,0.000,0.000,1.832,1.832,1.23
1981,5,9,0.010,0.000,0.000,0.000,12.800,-4.114,3.870,0.000,0.000,0.000,220.586,6.813,0.000,0.000,1.501,1.501,0.95
1981,5,10,0.010,0.000,0.000,0.000,14.500,-4.114,4.160,0.000,0.000,0.000,216.426,5.583,0.000,0.000,1.230,1.230,0.75
1981,5,11,10.010,0.000,0.000,0.000,10.200,5.886,2.010,5.886,1.274,4.376,218.792,8.161,0.000,0.236,1.798,2.034,1.03
1981,5,12,7.610,0.000,0.000,0.000,9.400,3.486,2.490,3.486,0.762,2.582,218.884,8.804,0.000,0.141,1.940,2.081,0.88
1981,5,13,12.490,0.000,0.000,0.000,8.500,8.366,1.130,8.366,1.830,6.196,223.950,12.292,0.000,0.340,2.708,3.048,1.07
1981,5,14,2.160,0.000,0.000,0.000,9.600,-1.964,1.480,0.000,0.000,0.000,222.470,10.072,0.000,0.000,2.219,2.219,0.89
1981,5,15,1.960,0.000,0.000,0.000,10.600,-2.164,2.800,0.000,0.000,0.000,219.670,8.254,0.000,0.000,1.818,1.818,0.88
1981,5,16,8.240,0.000,0.000,0.000,11.200,4.116,3.640,4.116,0.904,3.045,219.075,9.259,0.000,0.168,2.040,2.208,0.78
1981,5,17,13.430,0.000,0.000,0.000,9.100,9.306,2.180,9.306,2.037,6.890,223.785,13.233,0.000,0.378,2.916,3.294,0.74
1981,5,18,0.070,0.000,0.000,0.000,12.000,-4.054,3.810,0.000,0.000,0.000,219.975,10.844,0.000,0.000,2.389,2.389,0.70
1981,5,19,0.160,0.000,0.000,0.000,14.600,-3.964,3.820,0.000,0.000,0.000,216.155,8.886,0.000,0.000,1.958,1.958,0.69
1981,5,20,0.000,0.000,0.000,0.000,16.900,-4.124,4.290,0.000,0.000,0.000,211.865,7.282,0.000,0.000,1.604,1.604,0.68
1981,5,21,1.110,0.000,0.000,0.000,17.900,-3.014,4.020,0.000,0.000,0.000,207.845,5.967,0.000,0.000,1.315,1.315,0.69
1981,5,22,10.800,0.000,0.000,0.000,11.400,6.676,1.410,6.676,1.390,5.029,211.464,9.011,0.000,0.257,1.985,2.243,1.01
1981,5,23,0.050,0.000,0.000,0.000,12.200,-4.074,3.370,0.000,0.000,0.000,208.094,7.384,0.000,0.000,1.627,1.627,0.76
1981,5,24,10.550,0.000,0.000,0.000,11.100,6.426,1.270,6.426,1.339,4.839,211.663,10.016,0.000,0.248,2.207,2.455,1.18
1981,5,25,10.380,0.000,0.000,0.000,11.100,6.256,2.430,6.256,1.325,4.685,213.918,12.047,0.000,0.246,2.654,2.900,0.91
1981,5,26,21.200,0.000,0.000,0.000,8.600,17.076,1.170,17.076,3.654,12.744,225.492,20.315,0.000,0.678,4.476,5.153,2.00
1981,5,27,25.370,0.000,0.000,0.000,6.300,21.246,1.700,21.246,4.782,15.575,239.367,29.411,0.000,0.889,6.480,7.368,14.18
1981,5,28,2.810,0.000,0.000,0.000,10.100,-1.314,3.090,0.000,0.000,0.000,236.277,24.101,0.000,0.000,5.310,5.310,5.05
1981,5,29,6.830,0.000,0.000,0.000,12.300,2.706,2.380,2.706,0.637,1.950,235.847,21.348,0.000,0.119,4.703,4.822,4.08
1981,5,30,0.570,0.000,0.000,0.000,15.200,-3.554,3.480,0.000,0.000,0.000,232.367,17.494,0.000,0.000,3.854,3.854,2.61
1981,5,31,0.650,0.000,0.000,0.000,16.900,-3.474,4.200,0.000,0.000,0.000,228.167,14.335,0.000,0.000,3.158,3.158,1.87
1981,6,1,0.200,0.000,0.000,0.000,18.300,-3.924,4.330,0.000,0.000,0.000,223.837,11.747,0.000,0.000,2.588,2.588,1.63
1981,6,2,0.000,0.000,0.000,0.000,19.500,-4.124,4.550,0.000,0.000,0.000,219.287,9.626,0.000,0.000,2.121,2.121,1.47
1981,6,3,1.520,0.000,0.000,0.000,18.800,-2.604,2.920,0.000,0.000,0.000,216.367,7.888,0.000,0.000,1.738,1.738,1.37
1981,6,4,12.070,0.000,0.000,0.000,11.200,7.946,3.010,7.946,1.719,5.908,219.265,11.305,0.000,0.319,2.491,2.810,1.45
1981,6,5,0.770,0.000,0.000,0.000,12.600,-3.354,2.930,0.000,0.000,0.000,216.335,9.264,0.000,0.000,2.041,2.041,1.29
1981,6,6,0.040,0.000,0.000,0.000,15.000,-4.084,4.040,0.000,0.000,0.000,212.295,7.592,0.000,0.000,1.673,1.673,1.08
1981,6,7,5.770,0.000,0.000,0.000,16.300,1.646,3.320,1.646,0.350,1.231,210.206,7.230,0.000,0.065,1.593,1.658,1.30
1981,6,8,1.220,0.000,0.000,0.000,16.100,-2.904,1.620,0.000,0.000,0.000,208.586,5.925,0.000,0.000,1.305,1.305,1.00
1981,6,9,21.540,0.000,0.000,0.000,17.700,17.416,3.220,17.416,3.638,13.104,218.471,15.593,0.000,0.674,3.436,4.109,1.99
1981,6,10,3.540,0.000,0.000,0.000,13.900,-0.584,1.660,0.000,0.000,0.000,216.811,12.778,0.000,0.000,2.815,2.815,6.72
1981,6,11,0.000,0.000,0.000,0.000,17.600,-4.124,4.320,0.000,0.000,0.000,212.491,10.471,0.000,0.000,2.307,2.307,2.35
1981,6,12,3.310,0.000,0.000,0.000,17.900,-0.814,4.160,0.000,0.000,0.000,208.331,8.581,0.000,0.000,1.890,1.890,1.81
1981,6,13,3.620,0.000,0.000,0.000,15.400,-0.504,2.390,0.000,0.000,0.000,205.941,7.032,0.000,0.000,1.549,1.549,1.75
1981,6,14,0.000,0.000,0.000,0.000,17.400,-4.124,4.350,0.000,0.000,0.000,201.591,5.762,0.000,0.000,1.269,1.269,1.46
1981,6,15,0.000,0.000,0.000,0.000,19.500,-4.124,4.430,0.000,0.000,0.000,197.160,4.722,0.000,0.000,1.040,1.040,1.43
1981,6,16,13.460,0.000,0.000,0.000,15.700,9.336,2.240,9.336,1.847,7.147,202.067,9.726,0.000,0.341,2.143,2.484,1.44
1981,6,17,5.050,0.000,0.000,0.000,10.800,0.926,2.610,0.926,0.188,0.704,200.161,8.547,0.000,0.035,1.883,1.918,1.35
1981,6,18,18.860,0.000,0.000,0.000,7.500,14.736,2.530,14.736,2.959,11.230,208.861,16.206,0.000,0.547,3.571,4.118,10.13
1981,6,19,5.200,0.000,0.000,0.000,8.500,1.076,2.960,1.076,0.225,0.809,206.710,13.944,0.000,0.042,3.072,3.114,12.09
1981,6,20,0.040,0.000,0.000,0.000,10.700,-4.084,3.180,0.000,0.000,0.000,203.530,11.426,0.000,0.000,2.517,2.517,4.44
1981,6,21,16.940,0.000,0.000,0.000,9.500,12.816,2.550,12.816,2.615,9.717,210.698,17.326,0.000,0.484,3.817,4.301,4.48
1981,6,22,4.440,0.000,0.000,0.000,8.700,0.316,3.100,0.316,0.067,0.237,207.835,14.392,0.000,0.012,3.171,3.183,4.42
1981,6,23,0.460,0.000,0.000,0.000,11.300,-3.664,2.440,0.000,0.000,0.000,205.395,11.794,0.000,0.000,2.598,2.598,2.78
1981,6,24,4.350,0.000,0.000,0.000,12.900,0.226,2.800,0.226,0.047,0.171,202.765,9.805,0.000,0.009,2.160,2.169,2.11
1981,6,25,1.130,0.000,0.000,0.000,13.700,-2.994,3.470,0.000,0.000,0.000,199.295,8.034,0.000,0.000,1.770,1.770,1.77
1981,6,26,4.310,0.000,0.000,0.000,13.100,0.186,2.640,0.186,0.037,0.142,196.797,6.700,0.000,0.007,1.476,1.483,1.57
1981,6,27,0.190,0.000,0.000,0.000,16.200,-3.934,4.080,0.000,0.000,0.000,192.717,5.491,0.000,0.000,1.210,1.210,1.30
1981,6,28,0.650,0.000,0.000,0.000,19.400,-3.474,4.235,0.000,0.000,0.000,188.482,4.499,0.000,0.000,0.991,0.991,1.21
1981,6,29,6.480,0.000,0.000,0.000,10.700,2.356,2.110,2.356,0.446,1.827,188.199,5.184,0.000,0.082,1.142,1.225,1.44
1981,6,30,0.140,0.000,0.000,0.000,10.600,-3.984,2.330,0.000,0.000,0.000,185.869,4.248,0.000,0.000,0.936,0.936,1.28
